Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year interviewed,Notes,Formatted_Informant,Target: attic,Target comments
MA47,LANE,Male,36,White,At least some high school,Operatives,Haverhill (Haverhill),Essex,MA,42.7833,-71.0833,"Lowman, Guy",1931-33,,MA047,"attic, garret",garret old fash.
MA52,LANE,Female,53,White,Between 1 and 8 years,Keeping house,Newbury (Byfield),Essex,MA,42.7598,-70.9481,"Lowman, Guy",1931-33,,MA052,"attic, garret",garret old-fash.
MA54,LANE,Male,56,White,At least some high school,Public servant,Spencer,Worcester,MA,42.2439,-71.9928,"Bloch, Bernard",1931-33,,MA054,"attic, garret",garret -- older word.
MA55,LANE,Male,79-80,White,At least some college or beyond,Professional or technical job,Palmer,Hampden,MA,42.1583,-72.3292,"Bloch, Bernard",1931-33,,MA055,"attic, garret",garret -- less common
MA56,LANE,Male,62,White,Between 1 and 8 years,Public servant,Taunton,Bristol,MA,41.9,-71.0903,"Reynard, Cassil",1931-33,,MA056,"attic, blind attic",attic -- with windows; could be used for bedroom. Blind attic -- no windows.
MA57,LANE,Male,42,White,At least some college or beyond,"Manager, official, or proprietor",Plymouth,Plymouth,MA,41.9583,-70.6678,"Reynard, Cassil",1931-33,,MA057,"attic, attic chamber","attic -- unfinished. At mother's home, two furnished rooms were called attic chambers. *(wife) up attic."
MA58,LANE,Male,61,White,Unknown,Unknown,Spencer,Worcester,MA,42.2439,-71.9928,"Bloch, Bernard",1931-33,No matching Inf. in LH,MA058,NR,
MA59,LANE,Male,65,White,At least some high school,Service worker,Spencer,Worcester,MA,42.2439,-71.9928,"Bloch, Bernard",1931-33,,MA059,"attic, garret","garret -- ""I've heard some old people say 'sleeping up garret.'"" (monosyll.)"
MA61,LANE,Male,35-36,White,Unknown,Unknown,Palmer,Hampden,MA,42.1583,-72.3292,"Bloch, Bernard",1931-33,No matching Inf. in LH,MA061,NR,
MA70,LANE,Male,78,White,At least some high school,Farmer,Monson,Hampden,MA,42.1041,  72.3194 ﻿,"Bloch, Bernard",1931-33,,MA070,"garret, attic",garret -- old word. Attic -- newer word.
MA72,LANE,Male,80,White,Between 1 and 8 years,Farmer,Barnstable (West Barnstable),Barnstable,MA,41.7,-70.3,"Reynard, Cassil",1931-33,,MA072,"attic, sug. garret",garret -- 'used to hear.' *'under the eaves.' *wife.
MA73,LANE,Male,73,White,Between 1 and 8 years,Public servant,Barnstable (West Barnstable),Barnstable,MA,41.7,-70.3,"Reynard, Cassil",1931-33,,MA073,"garret, loft, attic","garret -- this preferred; 'used when I was a youngster.' Sometimes finished chambers in it. Attic -- unfinished. 'Used now.' ALSO 'I think I've got some old ones, up attic.'"
MA74,LANE,Male,88,White,Between 1 and 8 years,Farmer,Harwich (Pleasant Lake),Barnstable,MA, ﻿41.6861 ,-70.0763,"Reynard, Cassil",1931-33,,MA074,"dark hole, attic",dark hole -- 'When I was a boy.' Attic -- later.
MA79,LANE,Male,66,White,Between 1 and 8 years,Farmer,Deerfield (Pine Nook),Franklin,MA,42.5444,-72.6061,"Joos, Martin",1931-33,,MA079,"attic, garret",garret -- older word
MA80,LANE,Male,41,White,At least some high school,Farmer,Colrain,Franklin,MA,42.673,-72.6972,"Joos, Martin",1931-33,,MA080,"attic, garret",garret -- older word
MA81,LANE,Male,60,White,No formal schooling,Farmer,Blandford,Hampden,MA,42.1805,-72.9277,"Joos, Martin",1931-33,Aux to Inf 82,MA081,attic,
MA82,LANE,Female,73,White,Between 1 and 8 years,Keeping house,Blandford,Hampden,MA,42.1805,-72.9277,"Joos, Martin",1931-33,"""Farm housewife""",MA082,attic,
MA89,LANE,Male,77,White,At least some college or beyond,Farmer,Granby,Hampshire,MA,42.2564,-72.5167,"Bloch, Bernard",1931-33,,MA089,"attic, garret",garret -- older.
MA90,LANE,Male,71,White,Between 1 and 8 years,Farmer,Springfield,Hampden,MA,42.1124,-72.5475,"Bloch, Bernard",1931-33,,MA090,garret,upstairs
MA91,LANE,Male,73,White,At least some high school,Farmer,Granby,Hampshire,MA,42.2564,-72.5167,"Bloch, Bernard",1931-33,,MA091,"attic, garret",attic -- commoner.
MA93,LANE,Female,55,White,At least some high school,Keeping house,Springfield,Hampden,MA,42.1124,-72.5475,"Bloch, Bernard",1931-33,,MA093,attic,"""Now I always try to say 'third floor.'"""
MA94,LANE,Male,76,White,Between 1 and 8 years,Clerical or sales position,Chatham,Barnstable,MA,41.6819,-69.9603,"Reynard, Cassil",1931-33,,MA094,"attic, garret, up garret",garret -- This.
MA95,LANE,Male,80,White,Between 1 and 8 years,Farmer,Eastham (North Eastham),Barnstable,MA,41.83, 69.9744 ﻿,"Reynard, Cassil",1931-33,,MA095,"eaves, attic, sug. attics",eaves -- with locker or store room. LATER attic -- certain. Sug. attics *These houses don't have no attics. *Visitor. b) sug. up in the attic.
MA96,LANE,Male,48,White,At least some high school,Public servant,Eastham (Eastham),Barnstable,MA,41.83, 69.9744 ﻿,"Reynard, Cassil",1931-33,,MA096,"attic, the attic, up attic",sug. other -- up in the attic. Has heard older folks say 'up attic.'
MA97,LANE,Male,60,White,At least some high school,Farmer,Truro (Truro),Barnstable,MA,41.9933,-70.0502,"Reynard, Cassil",1931-33,,MA097,"attic, roof chamber",*roof chamber -- unfinished room on same floor with finished ones.
MA102,LANE,Female,73,White,At least some high school,Other (see notes),Springfield,Hampden,MA,42.1124,-72.5475,"Bloch, Bernard",1931-33,"Single woman, used to do welfare work with blind people",MA102,"attic, garret","""I have heard it called a garret."""
MA104,LANE,Male,93,White,Between 1 and 8 years,Clerical or sales position,Falmouth (Teaticket),Barnstable,MA,41.5514,-70.6153,"Reynard, Cassil",1931-33,,MA104,"attic, the attic",up to the attic
MA105,LANE,Male,85,White,Between 1 and 8 years,Farmer,Wareham (East Wareham),Plymouth,MA,41.7625,-70.7222,Unknown,1931-33,,MA105,"f. garret, attic, eaves","f. garret -- 'up in the peak; small.' Attic -- larger: perhaps whole floor. One on each side, at roof angle."
MA106,LANE,Male,50,White,Between 1 and 8 years,Craftsman or foreman,Chatham,Barnstable,MA,41.6819,-69.9603,"Reynard, Cassil",1931-33,,MA106,"attic, open chamber, garret","open chamber -- if finished, under roof of this sort: [pic]; garret -- sug. up-attic, doesn't know. Sort: [pic]"
MA107,LANE,Male,73,White,No formal schooling,Farmer,Truro (North Truro),Barnstable,MA,41.9933,-70.0502,"Reynard, Cassil",1931-33,,MA107,"attic, side chambers, under the eaves","If it's a whole floor, we call it an attic.' There are only two attics in town; none of the other houses have large enough spaces. 'Ours are side chambers--way down to the eaves.' (Smith)"
MA108,LANE,Female,51,White,At least some college or beyond,Clerical or sales position,Northampton,Hampshire,MA,42.3333,-72.65,"Joos, Martin",1931-33,,MA108,attic,
MA119,LANE,Male,86,White,At least some college or beyond,Farmer,Stockbridge,Berkshire,MA,42.2875,-73.3208,"Joos, Martin",1931-33,,MA119,attic,
MA120,LANE,Male,82,White,At least some high school,Laborer,Granville,Hampden,MA,42.0666,-72.8619,"Joos, Martin",1931-33,,MA120,"attic, garret",
MA123,LANE,Male/Female,86/72,White,No formal schooling,Farmer,Templeton,Worcester,MA,42.5555,-72.068,"Bloch, Bernard",1931-33,Widow completed interview,MA123,"attic, sug. garret",garret -- less common.
MA124,LANE,Male,42,White,At least some high school,Public servant,New Salem,Franklin,MA,42.5194,-70.8972,"Bloch, Bernard",1931-33,,MA124,attic,up attic
MA125,LANE,Male,52,White,,,Templeton,Worcester,MA,42.5555,-72.068,"Bloch, Bernard",1931-33,No matching Inf. in LH; See p 193,MA125,NR,
MA127,LANE,Male,77,White,Between 1 and 8 years,Farmer,New Salem,Franklin,MA,42.5194,-70.8972,"Bloch, Bernard",1931-33,,MA127,"attic, garret",sug. up attic; ! Garret -- older word.
MA135,LANE,Male,63,White,Between 1 and 8 years,Farmer,Northfield (Gill),Franklin,MA,42.6402,-72.5,"Bloch, Bernard",1931-33,,MA135,garret,
MA136,LANE,Male,70,White,At least some high school,Clerical or sales position,Northfield,Franklin,MA,42.6958,-72.4533,"Bloch, Bernard",1931-33,,MA136,attic,up attic
MA137,LANE,Female,80,White,At least some high school,Keeping house,Springfield,Hampden,MA,42.1124,-72.5475,"Bloch, Bernard",1931-33,,MA137,attic,
MA140,LANE,Male,81,White,At least some college or beyond,Farmer,Winchendon,Worcester,MA,42.6861,-72.0444,"Bloch, Bernard",1931-33,,MA140,"attic, sug. garret",garret -- less common.
MA141,LANE,Male,40,White,Between 1 and 8 years,Craftsman or foreman,Winchendon,Worcester,MA,42.6861,-72.0444,"Bloch, Bernard",1931-33,,MA141,attic,up attic
MA145,LANE,Male,76,White,At least some college or beyond,Operative,Sterling,Worcester,MA,42.4375,-71.7611,"Bloch, Bernard",1931-33,,MA145,attic,
MA146,LANE,Male,55,White,Between 1 and 8 years,Farmer,Lunenburg,Worcester,MA,42.5944,-71.725,"Bloch, Bernard",1931-33,,MA146,attic,
MA147,LANE,Female,62,White,Between 1 and 8 years,Private household worker or gardener,Lunenburg,Worcester,MA,42.5944,-71.725,"Bloch, Bernard",1931-33,"""Housekeeper on brother's farm""",MA147,attic,up in the attic
MA148,LANE,Male,82,White,At least some high school,Farmer,Sterling,Worcester,MA,42.4375,-71.7611,"Bloch, Bernard",1931-33,,MA148,garret,up garret -- rare?
MA149,LANE,Female,83,White,At least some high school,"Manager, official, or proprietor",Lenox,Berkshire,MA,42.3563,-73.2852,"Joos, Martin",1931-33,,MA149,attic,
MA150,LANE,Male,49,White,At least some high school,Laborer,Granville,Hampden,MA,42.0666,-72.8619,"Joos, Martin",1931-33,,MA150,attic,
MA151,LANE,Female,45,White,Between 1 and 8 years,Keeping house,Blandford,Hampden,MA,42.1805,-72.9277,"Joos, Martin",1931-33,"""Farm housekeeper""",MA151,attic,
MA152,LANE,Female,89,White,At least some high school,Farmer,Egremont (South Egremont),Berkshire,MA,42.1847,-73.4144,"Joos, Martin;Block, Bernard",1931-33,,MA152,attic,
MA153,LANE,Male,55,White,At least some college or beyond,"Manager, official, or proprietor",Northampton,Hampshire,MA,42.3333,-72.65,"Joos, Martin",1931-33,,MA153,attic,
MA154,LANE,Male,45,White,,Unknown,Pittsfield,Berkshire,MA,42.45,-73.25,"Joos, Martin",1931-33,No matching Inf.? P 200-201,MA154,attic,
MA155,LANE,Male,67,White,At least some high school,Farmer,Alford,Berkshire,MA,42.2355,-73.4138,"Joos, Martin;Block, Bernard",1931-33,,MA155,"conv. attic, conv. garret",cv. attic (-- garret added in an explanatory tone) (MJ)
MA185,LANE,Female,74,White,At least some high school,Keeping house,Mill River,Berkshire,MA,42.1227,-73.2291,"Hanley, Miles L.",1931-33,,MA185,garret,
MA186,LANE,Male,76,White,Between 1 and 8 years,Laborer,Mill River,Berkshire,MA,42.1227,-73.2291,"Hanley, Miles L.",1931-33,,MA186,"attic, garret","different, never go into the garret. Attic is a room."
,,,,,,,,,,,,,,,MA193,NR,
MA200,LANE,Male,83,White,At least some college or beyond,Professional or technical job,Worcester,Worcester,MA,42.2667,-71.8,"Bloch, Bernard",1931-33,,MA200,"attic, garret","interchangeable. Formerly, garret was more unfinished than attic."
MA201,LANE,Male,80,White,At least some high school,Professional or technical job,Shrewsbury,Worcester,MA,42.2958,-71.7133,"Bloch, Bernard",1931-33,,MA201,"attic, garret","garret -- ""Old folks used to call it that, but we never did."""
MA202,LANE,Male,26,White,At least some high school,Farmer,Shrewsbury,Worcester,MA,42.2958,-71.7133,"Bloch, Bernard",1931-33,,MA202,attic,
MA203,LANE,Male,50,White,Between 1 and 8 years,Clerical or sales position,Marlborough,Middlesex,MA,42.3458,-71.5528,"Bloch, Bernard",1931-33,,MA203,attic,
MA204,LANE,Female,74,White,Between 1 and 8 years,Farmer's wife,Marlborough,Middlesex,MA,42.3458,-71.5528,"Bloch, Bernard",1931-33,,MA204,"attic, garret",garret -- older word.
MA207,LANE,Male,52,White,At least some college or beyond,"Manager, official, or proprietor",Groton,Middlesex,MA,41.3458,-72.0297,"Bloch, Bernard",1931-33,,MA207,"attic, garret",garret -- rarer.
MA208,LANE,Male,91,White,Between 1 and 8 years,Farmer,Groton,Middlesex,MA,41.3458,-72.0297,"Bloch, Bernard",1931-33,,MA208,"attic, garret","up attic; garret -- older, less common."
MA211,LANE,Male,41,White,,,Belmont (Boston district),Middlesex,MA,42.3958,-71.1792,"Hanley, Miles L.",1931-33,Aux to Inf 429,MA211,NR,
,,,,,,,,,,,,,,,MA234,"attic, garret",attic -- ['more refined'].
MA235,LANE,Female,74,White,At least some high school,Keeping house,Boston,Suffolk,MA,42.3581,-71.0636,"Hanley, Miles L.",1931-33,,MA235,"attic, garret",up attic. Garret [In her country house in Jaffrey. Attic in city].
MA255,LANE,Female,62,White,At least some high school,Private household worker or gardener,Westport (South Westport),Bristol,MA,41.6389,-71.05,"Harris, Rachel Sargent",1931-33,,MA255,"the eaves, attic, garret","attic -- usual, go up attic. Garret -- older word."
MA258,LANE,Male,87,White,Between 1 and 8 years,Farmer,Rehobeth,Bristol,MA,41.8403,-71.2495,"Harris, Rachel Sargent",1931-33,,MA258,"garret, sug. attic","garret -- [old word. Third story.] Bathroom, two rooms on the side. Attic -- an unfinished room on top floor."
MA273,LANE,Male,76,White,Between 1 and 8 years,Farmer,Westport (South Westport),Bristol,MA,41.6389,-71.05,"Harris, Rachel Sargent",1931-33,,MA273,"attic, garret",garret -- used to call it.
MA274,LANE,Male,72,White,At least some high school,Clerical or sales position,Fall River,Bristol,MA,41.6981,-71.1469,"Harris, Rachel Sargent",1931-33,,MA274,"sug. garret, attic",Garret -- grandmother always said. Attic -- later.
MA284,LANE,Male,75,White,At least some high school,Service worker,Hingham,Plymouth,MA,42.2417,-70.8903,"Hanley, Miles L.",1931-33,,MA284,attic,"sug. yes, used garret, I guess."
MA285,LANE,Male,70,White,At least some high school,Private household worker or gardener,Cohasset (Beechwood),Norfolk,MA,42.2416,-70.8041,"Hanley, Miles L.",1931-33,,MA285,"back chamber, attic","sug. garret, sure. I've heard it called sky parlor, 'cause it's nearest the sky, I suppose."
MA289,LANE,Female,63,White,At least some high school,Other (see notes),Wrentham,Norfolk,MA,42.0666,-71.3286,"Harris, Rachel Sargent",1931-33,"Single woman, at home",MA289,attic,
MA291,LANE,Female,61,White,Between 1 and 8 years,Keeping house,Southampton,Hampshire,MA,42.2291,-72.7305,"Bloch, Bernard",1931-33,,MA291,attic,up attic
MA313,LANE,Male,89,White,Between 1 and 8 years,Service worker,Beverly,Essex,MA,42.558,-70.88,"Hanley, Miles L.",1931-33,,MA313,"coving, garret, attic",coving ( = under the eaves). Calling it attic nowadays.
MA318,LANE,Male,66,White,Between 1 and 8 years,Farmer,Williamstown (South Williamstown),Berkshire,MA,42.7119,-73.2042,"Bloch, Bernard",1931-33,,MA318,"attic, sg. garret","up in the garret, up garret (OF.)"
MA319,LANE,Male,37,White,At least some college or beyond,Farmer,Williamstown (South Williamstown),Berkshire,MA,42.7119,-73.2042,"Bloch, Bernard",1931-33,,MA319,"attic, garret",garret -- OF (up garret)
MA320,LANE,Female,67,White,At least some high school,Keeping house,Mendon,Worcester,MA,42.1057,-71.5523,"Harris, Rachel Sargent",1931-33,,MA320,"garret, attic",! garret -- old.
MA321,LANE,Male,84,White,At least some college or beyond,"Manager, official, or proprietor",Cheshire,Berkshire,MA,42.5619,-73.1633,"Bloch, Bernard",1931-33,,MA321,garret,up garret
MA322,LANE,Male,40,White,At least some high school,Craftsman or foreman,Cheshire,Berkshire,MA,42.5619,-73.1633,"Bloch, Bernard",1931-33,,MA322,attic,
MA325,LANE,Male,83,White,At least some high school,Clerical or sales position,Uxbridge,Worcester,MA,42.0391,-71.6211,"Harris, Rachel Sargent",1931-33,,MA325,"store room, attic, garret",bedroom in the attic
MA326,LANE,Female,74,White,At least some high school,Other (see notes),Beverly,Essex,MA,42.558,-70.88,"Hanley, Miles L.",1931-33,Single woman,MA326,attic,"doesn't remember. Garret, has read it"
MA344,LANE,Male,87,White,At least some high school,Operative,Oxford,Worcester,MA,42.1166, 71.8652 ﻿,"Harris, Rachel Sargent",1931-33,,MA344,"attic, garret",garret -- usual.
MA349,LANE,Female,75,White,Between 1 and 8 years,Farmer's wife,Norfolk,Norfolk,MA,42.0833,-71.4,"Harris, Rachel Sargent",1931-33,,MA349,"m. attic, sg. garret",garret -- some said.
MA350,LANE,Female,60,White,Unknown,Keeping house,Charlton,Worcester,MA,42.1355,-71.9705,"Harris, Rachel Sargent",1931-33,,MA350,"attic, garret","up in the garret [used at home, esp. by father.]"
MA372,LANE,Male,85,White,At least some high school,Professional or technical job,Pittsfield,Berkshire,MA,42.45,-73.25,"Bloch, Bernard",1931-33,,MA372,"attic, garret",attic -- unused; t garret -- used as a room
MA388,LANE,Female,79,White,Between 1 and 8 years,Keeping house,Nantucket,Nantucket ,MA,41.2833,-70.0833,"Lowman, Guy",1931-33,,MA388,"attic, garret",garret -- so nat.
MA389,LANE,Male,83,White,At least some high school,Farmer,Nantucket ,Nantucket ,MA,41.2833,-70.0833,"Lowman, Guy",1931-33,,MA389,garret,
MA390,LANE,Male,78,White,At least some high school,Farmer,Nantucket ,Nantucket ,MA,41.2625,-69.9661,"Lowman, Guy",1931-33,,MA390,"attic, garret",garret o nat
MA391,LANE,Male,61,White,At least some high school,Farmer,West Tisbury,Dukes (Martha's Vineyard),MA,41.4591,-70.6551,"Lowman, Guy",1931-33,,MA391,"attic, garret",nato
MA392,LANE,Female,56,White,At least some college or beyond,Teacher,Chilmark,Dukes (Martha's Vineyard),MA,41.3811,-70.675,"Lowman, Guy",1931-33,,MA392,"garret, attic",attic -- mod.
MA393,LANE,Male,82,White,At least some high school,Professional or technical job,Edgartown,Dukes (Martha's Vineyard),MA,41.3888,-70.5138,"Lowman, Guy",1931-33,,MA393,"attic, garret",garret soh.
MA394,LANE,Male,77,White,At least some high school,Farmer,Edgartown ,Dukes (Martha's Vineyard),MA,41.3888,-70.5138,"Lowman, Guy",1931-33,,MA394,"attic, garret",sonat
MA395,LANE,Male,85,White,Unknown,Farmer,Nantucket,Nantucket ,MA,41.2983,-70.0127,"Lowman, Guy",1931-33,,MA395,garret,
MA396,LANE,Male,85,White,Unknown,Farmer,Nantucket,Nantucket ,MA,41.2625,-69.9661,"Lowman, Guy",1931-33,,MA396,garret,
MA397,LANE,Male,75,White,Between 1 and 8 years,Operative,Boston,Suffolk,MA,42.3581,-71.0636,"Hanley, Miles L.",1931-33,,MA397,attic,"two attics -- underneath the eaves, place for furniture. Underneath the roof. One = attic. Other = under the eaves of the house."
MA398,LANE,Male,85,White,Between 1 and 8 years,Professional or technical job,Marblehead,Essex,MA,42.5,-70.8583,"Hanley, Miles L.",1931-33,,MA398,"up under the eaves, garret",*wife says that he never uses garret or attic. Uses eaves or up under the eaves. (If it was plastered it would be a chamber)
MA399,LANE,Male,68,White,At least some high school,Professional or technical job,Marblehead,Essex,MA,42.5,-70.8583,"Hanley, Miles L.",1931-33,,MA399,"garret, lumber room, attic",garret -- old word. That was usually a lumber room. We don't have them now. A garret is unfinished not plastered. Attic -- (used now).
MA402,LANE,Male,48,White,At least some college or beyond,Professional or technical job,Billerica,Middlesex,MA,42.5583,-71.2694,"Lowman, Guy",1931-33,,MA402,"attic, garret",garret -- oh
MA403,LANE,Male,77,White,Between 1 and 8 years,Farmer,Billerica,Middlesex,MA,42.5583,-71.2694,"Lowman, Guy",1931-33,,MA403,"attic, garret",garret -- s.o.h.
MA404,LANE,Male,56,White,Unknown,Farmer ,Topsfield,Essex,MA,42.6375,-70.95,"Lowman, Guy",1931-33,Incomplete record,MA404,"garret, attic",attic -- mod.
MA409,LANE,Female,60,White,At least some high school,Keeping house,Weston,Middlesex,MA,42.3667,-71.3031,"Hanley, Miles L.",1931-33,,MA409,"garret, corn chamber, attic, under the eaves",gone up garret. wife corn chamber. *before had corn cuts people had them esp. if there was an EL on the house. Most every house had a corn chamber round here.
MA410,LANE,Male,69,White,Between 1 and 8 years,Farmer,Burlington,Middlesex,MA,42.5047,-71.1961,"Lowman, Guy",1931-33,,MA410,"attic, garret",
MA411,LANE,Male,74,White,Unknown,Professional or technical job,Concord,Middlesex,MA,42.4603,-71.3494,"Lowman, Guy",1931-33,,MA411,NR,
MA416,LANE,Male,73,White,At least some high school,Farmer,Concord,Middlesex,MA,42.4603,-71.3494,"Lowman, Guy",1931-33,,MA416,"attic, garret",
MA420,LANE,Male,86,White,Between 1 and 8 years,Clerical or sales position,Boston,Suffolk,MA,42.3581,-71.0636,"Hanley, Miles L.",1931-33,,MA420,attic,
MA421,LANE,Male,71,White,At least some high school,Professional or technical job,Weston,Middlesex,MA,42.3667,-71.3031,"Hanley, Miles L.",1931-33,,MA421,"attic, loft","That's up attic: ""I'm going up attic."" Other word? Not in the main house. The word loft is used when it's not in the main house. Conv. ""I've heard lots of times."""
MA423,LANE,Female,51,White,,Unknown,Pelham,Hampshire,MA, ﻿42.3930 ,-72.4041,"Bloch, Bernard",1931-33,"No matching Inf.; Hampshire County p 195, 197-199 LH",MA423,NR,
MA424,LANE,Male,56,White,At least some high school,Farmer,Sharon,Norfolk,MA,42.1236,-71.1786,"Hanley, Miles L.",1931-33,,MA424,"attic, attic chamber, garret, open chamber","attic -- (unfinished) 'put them up attic.' If it was finished off, I've heard them tell about the attic chamber. Has heard garret. In the attic there was the open chamber (wasn't finished) spread nuts to dry there. Children used to sleep there when they had large families."
MA425,LANE,Male,87,White,At least some high school,Farmer,Foxborough,Norfolk,MA,42.0653,-71.2483,"Hanley, Miles L.",1931-33,,MA425,"attic, garret, open chamber, up attic","up attic. *Garret didn't have any windows -- dark. Used it to store things. *Room under the eaves always dark. We always called it garret. Another, w. window at both ends was attic. *Upper part we call the attic. One over in the other part the house we call the open chamber. *In our house we had a corn chamber where we spread corn to dry. Husband didn't the rats never get after them. *Oh yes, regular nuisance they were."
MA426,LANE,Male,72,White,Between 1 and 8 years,Farmer,Sherborn,Middlesex,MA,42.2388,-71.3702,"Bloch, Bernard",1931-33,,MA426,"attic, s. garret",garret -- natural
MA427,LANE,Male,80,White,At least some high school,Farmer,Sherborn,Middlesex,MA,42.2388,-71.3702,"Bloch, Bernard",1931-33,,MA427,"attic, garret",c. up attic; garret -- old; up garret old
MA428,LANE,Male,61,White,At least some college or beyond,Service worker,Boston,Suffolk,MA,42.3581,-71.0636,"Bloch, Bernard",1931-33,,MA428,"attic, garret",garret -- common but felt as old-fash.
MA429,LANE,Female,46,White,At least some high school,Keeping house,Boston,Suffolk,MA,42.3581,-71.0636,"Bloch, Bernard",1931-33,,MA429,attic,never garret
ME49,LANE,Male,55,White,At least some high school,Craftsman or foreman,York (Cape Neddick),York,ME,43.1689,-70.6172,"Lowman, Guy",1931-33,,ME049,"garret, attic","garret prob. older, equally common"
ME53,LANE,Male,82,White,Unknown,Unknown,Wells,York,ME,43.3203,-70.6117,"Lowman, Guy",1931-33,No matching Inf. in LH,ME053,"attic, garret",garret sug. older.
ME64,LANE,Male,78,White,At least some high school,Farmer,Shapleigh,York,ME,43.4641,-70.7955,"Lowman, Guy",1931-33,,ME064,NR,
ME66,LANE,Male,75,White,At least some high school,Farmer,Acton,York,ME,43.5342,-70.9097,"Lowman, Guy",1931-33,,ME066,"attic, garret",garret sug. one-story home
ME76,LANE,Male,63,White,Between 1 and 8 years,Operative,Portland,Cumberland,ME,43.667,-70.267,"Lowman, Guy",1931-33,,ME076,"attic, garret, cockloft",garret -- sug. older; cockloft -- slangish = very top part
ME77,LANE,Male,78,White,Between 1 and 8 years,Clerical or sales position,Biddeford (Biddeford Pool),York,ME,43.4742,-70.4461,"Lowman, Guy",1931-33,,ME077,attic,
ME78,LANE,Male,77,Black or African American,At least some high school,Service worker,Portland,Cumberland,ME,43.667,-70.267,"Lowman, Guy",1931-33,,ME078,"attic, garret",attic unfinished; garret less so
ME83,LANE,Male,75,White,Between 1 and 8 years,Farmer,Standish (Camp Miles Standish),Cumberland,ME,41.9478,-71.1324,"Lowman, Guy",1931-33,,ME083,"attic, loft, garret",garret sug. older
ME84,LANE,Male,81,White,At least some college or beyond,"Manager, official, or proprietor",Yarmouth (Yarmouthville),Cumberland,ME,41.7,-70.233,"Lowman, Guy",1931-33,,ME084,"attic, garret",garret sug. older
ME85,LANE,Male,67,White,At least some college or beyond,Teacher,Portland,Cumberland,ME,43.667,-70.267,"Lowman, Guy",1931-33,,ME085,MISSING,
ME86,LANE,Unknown,70,White,Unknown,,Portland,Cumberland,ME,43.667,-70.267,"Lowman, Guy",1931-33,,ME086,MISSING,
ME87,LANE,Female,70,White,Unknown,Farmer's wife,Kennebunkport,York,ME,43.3617,-70.4767,"Lowman, Guy",1931-33,,ME087,"attic, garret",
ME88,LANE,Male,43,White,At least some high school,Operative,Limington (North Limington),York,ME,43.7317,-70.7108,"Lowman, Guy",1931-33,,ME088,"attic, garret",garret older
ME131,LANE,Male,42,White,Between 1 and 8 years,Farmer,York (Cape Neddick),York,ME,43.1689,-70.6172,"Lowman, Guy",1931-33,,ME131,attic,garret unknown
ME221,LANE,Male,77,White,At least some high school,Farmer,Woodstock (Bryant Pond),Oxford,ME,44.3747,-70.6069,"Lowman, Guy",1931-33,,ME221,"attic, garret",garret sug. rarer
ME222,LANE,Male,74,White,At least some high school,Laborer,Woodstock (Bryant Pond),Oxford,ME,44.3747,-70.6069,"Lowman, Guy",1931-33,,ME222,"attic, garret",
ME225,LANE,Male,71,White,At least some high school,Farmer,Denmark (East Denmark),Oxford,ME,43.9703,-70.8033,"Lowman, Guy",1931-33,,ME225,"attic, garret",garret sug. old rare
ME226,LANE,Male,68,White,At least some high school,Farmer,Denmark (South Road),Oxford,ME,43.9703,-70.8033,"Lowman, Guy",1931-33,,ME226,"attic, open chamber, garret",open chamber in one story house. Garret sug. = over the kitchen
ME227,LANE,Female,49,White,At least some high school,Keeping house,Casco (South Casco),Cumberland,ME,43.9525,-70.5138,"Lowman, Guy",1931-33,,ME227,NR,
,,,,,,,,,,,,,,,ME227J,"attic, garret",garret old. rare.
ME228,LANE,Male,64,White,At least some high school,Clerical or sales position,Casco (Webbs Mills),Cumberland,ME,43.9525,-70.5138,"Lowman, Guy",1931-33,,ME228,"attic, garret",
ME229,LANE,Female,83,White,At least some college or beyond,Keeping house,Newry (North Newry),Oxford,ME,44.4872,-70.7869,"Lowman, Guy",1931-33,,ME229,"attic, garret",
ME230,LANE,Male,71,White,At least some college or beyond,Professional or technical job,Hanover ,Oxford,ME,44.4967,-70.6942,"Lowman, Guy",1931-33,,ME230,"attic, garret",
ME246,LANE,Male,76,White,At least some high school,Farmer,China (South China),Kennebec,ME,44.4786,-69.5172,"Lowman, Guy",1931-33,,ME246,"attic, garret",garret sug.
ME247,LANE,Male,99,White,At least some college or beyond,Farmer,Waldoboro,Lincoln,ME,44.1014,-69.3897,"Lowman, Guy",1931-33,,ME247,attic,
ME248,LANE,Female,50,White,At least some college or beyond,Other (see notes),Nobleboro (Damariscotta Mills),Lincoln,ME,44.0794,-69.485,"Lowman, Guy",1931-33,Single woman,ME248,attic,
ME249,LANE,Male,76,White,At least some high school,Farmer,Pittston,Kennebec,ME,44.2217,-69.7556,"Lowman, Guy",1931-33,,ME249,"attic, garret",
ME250,LANE,Male,72,White,At least some high school,Farmer,Cape Elizabeth,Cumberland,ME,43.6047,-70.2261,"Lowman, Guy",1931-33,,ME250,"attic, garret",
ME251,LANE,Female,62,White,At least some high school,Keeping house,Farmingdale,Kennebec,ME,44.2581,-69.8083,"Lowman, Guy",1931-33,,ME251,attic,
ME252,LANE,Male,84,White,At least some college or beyond,Operative,Yarmouth (Yarmouth),Cumberland,ME,41.7,-70.233,"Lowman, Guy",1931-33,,ME252,"attic, garret",
